,pt_root_id,soma_depth,tip_len_dist_dendrite_p50,tip_tort_dendrite_p50,num_syn_dendrite,num_syn_soma,path_length_dendrite,radial_extent_dendrite,syn_dist_distribution_dendrite_p50,syn_size_distribution_soma_p50,syn_size_distribution_dendrite_p50,syn_size_distribution_dendrite_dyn_range,syn_depth_dist_p5,syn_depth_dist_p95,syn_depth_extent,max_density,radius_dist,syn_count_pca0,syn_count_pca1,syn_count_pca2,syn_count_pca3,syn_count_pca4,syn_count_pca5,branch_svd0,branch_svd1,branch_svd2,ego_count_pca0,ego_count_pca1,ego_count_pca2,ego_count_pca3,ego_count_pca4,classification_system,cell_type_manual,has_ct_axon,umap0,umap1,m_type,cell_id
0,864691135687112672,374.743205549537,139.96988948059084,1.2592588037175871,2233,59,2216.6475,110.21745395019238,81186.34963989258,3128.0,4444.0,15911.2,196.13586758641927,395.5110100938657,199.37514250744644,0.9770532018938104,345.0117521028126,-1.2857656966902131,2.490269952326546,-0.8188464771864732,-2.422236361039877,-0.23877990676448468,-0.9629840019077598,29.53085954072557,-3.822044383241382,-2.261273647570961,-1.3762600884777056,-0.7624276321934184,-3.1865530580938186,2.175767711236641,-0.6610747610267922,aibs_coarse_excitatory,4P,0.5,5.5823045,2.1661758,L4c,262825
1,864691135162584621,377.83368867378334,132.84554566192628,1.3421969713139779,1860,49,2700.4905,102.30581420479251,78720.11029052734,3160.0,4660.0,16180.000000000007,135.9934944159561,430.4796010308599,294.4861066149038,0.6018915203465147,298.9295298083033,-0.974551147401275,1.2126620350131412,0.1911160801209969,-1.7958529865715571,-0.4355472784389728,-1.3236415454331858,38.11600365310699,-6.778745344342955,-0.6225794149849231,-0.6200358206401714,-0.6536834350725783,-0.27187495904917836,0.1810136390439194,0.9102259971140225,aibs_coarse_excitatory,5P-IT,0.5,6.290454,4.1733947,L4a,298868
2,864691135988284416,382.23158373169383,149.12773915100098,1.322771583492059,1799,60,2124.45875,111.38564217681835,83284.814453125,2778.0,4536.0,15393.6,119.00120904636326,430.6250518172628,311.6238427708995,0.805562678818132,331.24125672358747,-0.9631381385751793,0.8399198899669144,0.5546370187993764,-1.6616939642803366,-0.5116800236027588,-1.475982888110758,25.98752006672345,-1.4237421271117703,-1.7452755094106085,-0.7171003610746699,0.035028268804927744,1.347918470104201,-0.2807318152480151,1.2289572962394106,aibs_coarse_excitatory,5P-IT,0.5,6.5917926,4.332993,L4a,298828
3,864691135476384680,382.3273051555263,162.89191821289063,1.2887879810264247,2191,64,2949.48225,104.81256624659557,83528.3006439209,2902.0,4744.0,16572.0,117.59524584535302,428.00580358002185,310.4105577346688,0.6010332964432452,310.75116421839584,-0.9984734087413469,1.5303312477670894,0.4506514351904514,-2.315588442042209,-0.45213554965538494,-1.4892601493266406,38.1153730425573,-3.5015081971067707,-2.095224555718241,-0.4320871043720074,-1.2841236433772873,0.10990872939746527,0.5846027254232148,-0.7694423613157213,aibs_coarse_excitatory,5P-IT,0.5,6.086887,4.3616614,L4a,298945
4,864691135590240523,381.5982098941446,159.52704109191893,1.3436814945021984,1682,52,2648.32675,118.7768975596875,83026.4115600586,3876.0,4652.0,15712.400000000001,194.86964003522712,406.67160051592094,211.80196048069382,0.6101011094983886,297.5190317888879,-1.0253441205561453,1.1416804315836253,-0.008609603209363156,-2.1112145597428853,-0.4689547865021235,-1.3611352897824047,35.446903955726775,-3.2294790323029106,-0.36624453745312596,-1.635110615302029,-0.9752497006413721,-0.06277720835861733,2.4469671991576187,1.9738550290386605,aibs_coarse_excitatory,5P-IT,0.5,6.296773,3.4201558,L4c,299071
5,864691135491773279,446.21971811508985,172.8847548904419,1.317064309374573,2240,70,2457.677,120.6779986188974,85177.48805236816,2534.0,4112.0,11473.600000000013,236.08201820725967,467.5207859988119,231.43876779155224,0.8590737396108779,329.0878741181415,-0.9764675929073824,0.13910297849680833,2.5882112420252206,-1.0474200694801308,-0.5751051581630867,-1.7234049011123924,31.097146530469725,4.046361075915878,-0.8601969988913436,-0.06707729140052225,-0.7857482122264222,-1.2236373964833116,1.866291765847731,-3.8052014257673212,aibs_coarse_excitatory,5P-IT,0.5,5.3275976,3.5101016,L5b,267207
6,864691135012964342,219.01750103600278,147.23537173461915,1.3047042734714254,5732,112,4997.4225,101.82938787175816,84384.47631835938,3654.0,5048.0,18555.600000000002,63.625070291101316,280.0806307392243,216.455560448123,1.1448875117527986,336.0275525791581,0.8975660299488866,1.5933066827595157,-0.23097693745082373,6.769144412538042,-0.3373931591352445,-1.1602040104266351,72.0772990828171,-7.087584373869572,-4.778412966450501,0.832254656120257,-0.5225631001595784,-2.3249927631275997,-1.1738829167347868,-1.066066370460975,aibs_coarse_excitatory,23P,0.5,12.013012,4.1998763,L3b,294715
7,864691135122807591,477.20188974539775,165.2905265197754,1.270585082279336,2926,71,4050.8155,143.76239296015322,88848.86867523193,3912.0,4668.0,14610.0,153.29363643547666,544.7564034633048,391.46276702782814,0.727771293770559,290.99027347208187,-0.6120334149087079,-0.08719932701578628,3.511497004300472,-0.3535674035597828,-0.3206543624998533,0.19801570159548065,50.92924411387306,0.02997917640343665,-2.8770223786488462,0.8106095522330886,-0.8732977430026264,0.4718197556195113,0.3170516025460273,-0.3369484289801082,aibs_coarse_excitatory,5P-IT,0.5,4.0870833,4.5847244,L5b,302840
8,864691136274109709,155.3248259931195,142.29002612304689,1.3523627370758216,4062,92,4729.9815,131.66432771293816,84333.47766113281,3048.0,4568.0,21052.0,50.982076456306764,195.33780036898716,144.3557239126804,0.817040591252621,317.7702555152138,5.192002874572614,-0.2549201132381416,-0.9472684821001156,0.445547436697542,-0.29637342712910314,-0.5796930941395675,61.41185356511801,-3.03243100857466,1.728660458747561,-0.8993758476827254,2.4831140303143084,-0.07725141572078012,0.7425076849488229,-1.422729444311588,aibs_coarse_excitatory,23P,0.5,12.50889,6.9985256,L2a,256304
9,864691135593933099,123.78771847528296,167.41068580055236,1.285666442810439,3399,87,3586.506,182.4316995065537,82598.93359375,2816.0,5016.0,18261.600000000002,41.38139211775159,160.72178267390638,119.34039055615479,0.9078476691762992,315.5081708381782,5.404717001712317,-0.3269078446190084,-0.9488490616332336,-0.862248572021137,-0.2559836473595963,-0.35102438526944785,46.59258133432642,-1.956765964838562,2.2039009020521085,-1.0645463658032022,1.1033139107592675,-0.8366225056038589,0.5907289510841068,-2.1604708014242746,aibs_coarse_excitatory,23P,0.5,12.671354,7.765565,L2b,292861
10,864691135577359365,198.42511803465035,193.98220042800904,1.3842275109355362,3795,93,3625.1575,121.75578478830307,89520.32711791992,3724.0,5000.0,20781.6,52.18220186212799,256.39852669189725,204.21632482976926,1.1303951073170588,349.32994617279087,1.921788448412652,0.3470461302460603,-0.4785488308988572,3.094331992363389,-0.361426185804246,-0.8745276804303305,44.96392617390754,1.658838827593708,3.816434672854994,0.866938486478385,1.1362389721765562,-0.9985368748503198,-0.6639362762793144,0.4993332226999699,aibs_coarse_excitatory,23P,0.5,11.063187,5.50995,L3c,294489
